"Density","Energy","Mach","Pressure","Pressure_Coefficient","Temperature","rp","Points:0","Points:1","Points:2"
1.0641,2.7752e+05,0.62042,1.0021e+05,-1.2718e+17,317.07,0.12472,6.9108,0,0
1.0679,2.7834e+05,0.61346,1.0072e+05,-1.2049e+17,317.56,0.12536,6.9231,0,0
1.0717,2.7917e+05,0.60642,1.0124e+05,-1.1375e+17,318.06,0.12601,6.9354,0,0
1.0755,2.7999e+05,0.59938,1.0176e+05,-1.07e+17,318.56,0.12666,6.9477,0,0
1.0793,2.808e+05,0.59249,1.0227e+05,-1.0044e+17,319.05,0.12729,6.96,0,0
1.0822,2.8142e+05,0.58678,1.0267e+05,-9.5222e+16,319.43,0.12779,6.9723,0,0
1.0851,2.8204e+05,0.58107,1.0307e+05,-9.0008e+16,319.82,0.12829,6.9846,0,0
1.088,2.8266e+05,0.57536,1.0347e+05,-8.4793e+16,320.2,0.12879,6.9969,0,0
1.0903,2.8314e+05,0.5706,1.0379e+05,-8.0591e+16,320.52,0.12919,7.0092,0,0
1.0917,2.8341e+05,0.56741,1.0399e+05,-7.8074e+16,320.72,0.12943,7.0215,0,0
1.093,2.8367e+05,0.56422,1.0418e+05,-7.5557e+16,320.92,0.12967,7.0338,0,0
1.0944,2.8394e+05,0.56103,1.0438e+05,-7.304e+16,321.12,0.12991,7.0462,0,0
1.0949,2.8402e+05,0.55956,1.0445e+05,-7.208e+16,321.21,0.13,7.0585,0,0
1.0948,2.8399e+05,0.55911,1.0445e+05,-7.2031e+16,321.23,0.13001,7.0708,0,0
1.0948,2.8396e+05,0.55865,1.0446e+05,-7.1981e+16,321.25,0.13001,7.0831,0,0
1.0948,2.8394e+05,0.55819,1.0446e+05,-7.1932e+16,321.27,0.13002,7.0954,0,0
1.0928,2.8342e+05,0.56104,1.0419e+05,-7.5495e+16,321.02,0.12968,7.1077,0,0
1.0905,2.8285e+05,0.5643,1.0388e+05,-7.9517e+16,320.73,0.12929,7.12,0,0
1.0882,2.8227e+05,0.56757,1.0357e+05,-8.354e+16,320.44,0.12891,7.1323,0,0
1.0857,2.8165e+05,0.57132,1.0323e+05,-8.7983e+16,320.12,0.12848,7.1446,0,0
1.0817,2.8073e+05,0.57792,1.0269e+05,-9.4954e+16,319.64,0.12781,7.1569,0,0
1.0776,2.7981e+05,0.58453,1.0215e+05,-1.0192e+17,319.16,0.12714,7.1692,0,0
1.0736,2.7889e+05,0.59113,1.0162e+05,-1.0889e+17,318.68,0.12648,7.1815,0,0
1.0689,2.7784e+05,0.59902,1.0099e+05,-1.1702e+17,318.11,0.1257,7.1938,0,0
1.0632,2.7658e+05,0.60886,1.0023e+05,-1.2689e+17,317.41,0.12475,7.2062,0,0
1.0575,2.7533e+05,0.6187,99470,-1.3676e+17,316.7,0.12381,7.2185,0,0
1.0517,2.7407e+05,0.62853,98710,-1.4662e+17,316,0.12286,7.2308,0,0
1.0453,2.7266e+05,0.63931,97864,-1.5761e+17,315.21,0.12181,7.2431,0,0
1.0385,2.7116e+05,0.65058,96973,-1.6918e+17,314.38,0.1207,7.2554,0,0
1.0317,2.6967e+05,0.66185,96082,-1.8075e+17,313.55,0.11959,7.2677,0,0
1.0249,2.6817e+05,0.67313,95191,-1.9232e+17,312.71,0.11848,7.28,0,0
1.0179,2.6661e+05,0.68428,94284,-2.0411e+17,311.85,0.11735,7.2923,0,0
1.0109,2.6504e+05,0.69542,93374,-2.1592e+17,311,0.11622,7.3046,0,0
1.0038,2.6347e+05,0.70655,92465,-2.2772e+17,310.14,0.11509,7.3169,0,0
0.99697,2.6195e+05,0.7174,91583,-2.3918e+17,309.3,0.11399,7.3292,0,0
0.99119,2.6067e+05,0.72674,90837,-2.4887e+17,308.55,0.11306,7.3415,0,0
0.98541,2.5939e+05,0.73608,90090,-2.5857e+17,307.81,0.11213,7.3538,0,0
0.97964,2.5811e+05,0.74543,89344,-2.6826e+17,307.07,0.1112,7.3662,0,0
0.97474,2.5701e+05,0.75288,88723,-2.7632e+17,306.47,0.11043,7.3785,0,0
0.97104,2.5616e+05,0.75774,88275,-2.8214e+17,306.08,0.10987,7.3908,0,0
0.96735,2.5532e+05,0.76259,87827,-2.8796e+17,305.69,0.10932,7.4031,0,0
0.96366,2.5447e+05,0.76745,87380,-2.9377e+17,305.3,0.10876,7.4154,0,0
0.96288,2.5433e+05,0.76766,87323,-2.9451e+17,305.35,0.10869,7.4277,0,0
0.9635,2.5452e+05,0.76565,87453,-2.9282e+17,305.61,0.10885,7.44,0,0
0.96411,2.5471e+05,0.76364,87582,-2.9114e+17,305.87,0.10901,7.4523,0,0
0.96472,2.549e+05,0.76163,87712,-2.8945e+17,306.13,0.10917,7.4646,0,0
0.9788,2.5839e+05,0.74087,89602,-2.6491e+17,308.14,0.11152,7.4769,0,0
0.99383,2.6213e+05,0.71877,91618,-2.3873e+17,310.28,0.11403,7.4892,0,0
1.0089,2.6586e+05,0.69666,93634,-2.1255e+17,312.42,0.11654,7.5015,0,0
1.0243,2.6961e+05,0.67272,95715,-1.8551e+17,314.59,0.11913,7.5138,0,0
1.0416,2.7342e+05,0.64093,98081,-1.548e+17,316.92,0.12208,7.5262,0,0
1.059,2.7722e+05,0.60913,1.0045e+05,-1.2408e+17,319.24,0.12502,7.5385,0,0
1.0763,2.8103e+05,0.57733,1.0281e+05,-9.3364e+16,321.57,0.12797,7.5508,0,0
1.0935,2.8483e+05,0.54414,1.0519e+05,-6.2453e+16,323.85,0.13093,7.5631,0,0
1.1106,2.8862e+05,0.50919,1.0759e+05,-3.1297e+16,326.05,0.13391,7.5754,0,0
1.1278,2.924e+05,0.47425,1.0999e+05,-1.4186e+14,328.26,0.1369,7.5877,0,0
1.1449,2.9619e+05,0.43931,1.1239e+05,3.1014e+16,330.47,0.13989,7.6,0,0
1.1555,2.9838e+05,0.41025,1.1395e+05,5.1272e+16,332,0.14183,7.6123,0,0
1.1633,2.9988e+05,0.38372,1.1515e+05,6.6871e+16,333.24,0.14332,7.6246,0,0
1.1711,3.0138e+05,0.35718,1.1635e+05,8.247e+16,334.48,0.14482,7.6369,0,0
1.1789,3.0288e+05,0.33064,1.1755e+05,9.8068e+16,335.72,0.14631,7.6492,0,0
1.1836,3.0382e+05,0.31144,1.1829e+05,1.0768e+17,336.49,0.14723,7.6615,0,0
1.1882,3.0474e+05,0.29258,1.1901e+05,1.1703e+17,337.23,0.14813,7.6738,0,0
1.1928,3.0566e+05,0.27372,1.1973e+05,1.2637e+17,337.97,0.14902,7.6862,0,0
1.1968,3.0647e+05,0.25629,1.2037e+05,1.3468e+17,338.63,0.14982,7.6985,0,0
1.1991,3.0686e+05,0.24418,1.2072e+05,1.3918e+17,338.97,0.15025,7.7108,0,0
1.2013,3.0726e+05,0.23208,1.2106e+05,1.4367e+17,339.3,0.15068,7.7231,0,0
1.2036,3.0765e+05,0.21998,1.2141e+05,1.4817e+17,339.64,0.15111,7.7354,0,0
1.2054,3.0795e+05,0.21009,1.2167e+05,1.5161e+17,339.88,0.15144,7.7477,0,0
1.2066,3.0813e+05,0.20272,1.2185e+05,1.5384e+17,340,0.15166,7.76,0,0
1.2079,3.0832e+05,0.19535,1.2202e+05,1.5607e+17,340.12,0.15187,7.7723,0,0
1.2092,3.085e+05,0.18798,1.2219e+05,1.583e+17,340.24,0.15208,7.7846,0,0
1.2103,3.0867e+05,0.18293,1.2232e+05,1.6002e+17,340.29,0.15225,7.7969,0,0
1.2114,3.0884e+05,0.17876,1.2244e+05,1.6155e+17,340.32,0.1524,7.8092,0,0
1.2124,3.0901e+05,0.17459,1.2256e+05,1.6308e+17,340.35,0.15254,7.8215,0,0
1.2135,3.0918e+05,0.17043,1.2268e+05,1.6461e+17,340.38,0.15269,7.8338,0,0
1.214,3.0921e+05,0.16861,1.2271e+05,1.6503e+17,340.34,0.15273,7.8462,0,0
1.2144,3.0924e+05,0.16685,1.2274e+05,1.6543e+17,340.3,0.15277,7.8585,0,0
1.2149,3.0926e+05,0.16509,1.2277e+05,1.6583e+17,340.25,0.15281,7.8708,0,0
1.2154,3.0931e+05,0.16382,1.228e+05,1.6623e+17,340.19,0.15284,7.8831,0,0
1.2161,3.094e+05,0.16415,1.2283e+05,1.6668e+17,340.09,0.15289,7.8954,0,0
1.2168,3.095e+05,0.16448,1.2287e+05,1.6712e+17,339.99,0.15293,7.9077,0,0
1.2175,3.0959e+05,0.16482,1.229e+05,1.6756e+17,339.88,0.15297,7.92,0,0
1.2179,3.0962e+05,0.16572,1.229e+05,1.6758e+17,339.77,0.15297,7.9323,0,0
1.218,3.0958e+05,0.16723,1.2287e+05,1.6716e+17,339.66,0.15293,7.9446,0,0
1.2181,3.0955e+05,0.16873,1.2284e+05,1.6674e+17,339.54,0.15289,7.9569,0,0
1.2182,3.0951e+05,0.17023,1.2281e+05,1.6633e+17,339.42,0.15285,7.9692,0,0
1.2181,3.0944e+05,0.17273,1.2275e+05,1.656e+17,339.31,0.15278,7.9815,0,0
1.2178,3.0937e+05,0.17556,1.2269e+05,1.6476e+17,339.2,0.1527,7.9938,0,0
1.2176,3.0929e+05,0.17839,1.2262e+05,1.6393e+17,339.09,0.15262,8.0062,0,0
1.2173,3.0921e+05,0.18122,1.2256e+05,1.6309e+17,338.98,0.15254,8.0185,0,0
1.2166,3.0903e+05,0.18538,1.2243e+05,1.6145e+17,338.84,0.15239,8.0308,0,0
1.2158,3.0884e+05,0.18954,1.223e+05,1.598e+17,338.7,0.15223,8.0431,0,0
1.2151,3.0866e+05,0.1937,1.2218e+05,1.5815e+17,338.55,0.15207,8.0554,0,0
1.2143,3.0848e+05,0.19816,1.2205e+05,1.5646e+17,338.41,0.15191,8.0677,0,0
1.2135,3.0831e+05,0.20351,1.2191e+05,1.5462e+17,338.25,0.15173,8.08,0,0
1.2126,3.0814e+05,0.20887,1.2176e+05,1.5278e+17,338.09,0.15156,8.0923,0,0
1.2118,3.0797e+05,0.21422,1.2162e+05,1.5094e+17,337.93,0.15138,8.1046,0,0
1.2107,3.0773e+05,0.22014,1.2144e+05,1.4862e+17,337.74,0.15116,8.1169,0,0
1.2093,3.0744e+05,0.2266,1.2123e+05,1.4583e+17,337.52,0.15089,8.1292,0,0
1.208,3.0715e+05,0.23306,1.2101e+05,1.4304e+17,337.3,0.15062,8.1415,0,0
1.2067,3.0685e+05,0.23952,1.208e+05,1.4026e+17,337.08,0.15035,8.1538,0,0
1.205,3.065e+05,0.24652,1.2054e+05,1.3693e+17,336.82,0.15004,8.1662,0,0
1.2033,3.0612e+05,0.25369,1.2028e+05,1.3345e+17,336.55,0.1497,8.1785,0,0
1.2016,3.0574e+05,0.26086,1.2001e+05,1.2996e+17,336.28,0.14937,8.1908,0,0
1.1998,3.0537e+05,0.26805,1.1974e+05,1.2646e+17,336.01,0.14903,8.2031,0,0
1.1976,3.0488e+05,0.27587,1.194e+05,1.2212e+17,335.69,0.14862,8.2154,0,0
1.1954,3.044e+05,0.2837,1.1907e+05,1.1779e+17,335.37,0.1482,8.2277,0,0
1.1932,3.0391e+05,0.29152,1.1874e+05,1.1346e+17,335.05,0.14779,8.24,0,0
1.1909,3.0341e+05,0.29943,1.1839e+05,1.0895e+17,334.73,0.14736,8.2523,0,0
1.1883,3.0285e+05,0.30756,1.1801e+05,1.04e+17,334.37,0.14688,8.2646,0,0
1.1857,3.0228e+05,0.3157,1.1763e+05,9.9038e+16,334.02,0.1464,8.2769,0,0
1.1831,3.0172e+05,0.32384,1.1724e+05,9.4081e+16,333.67,0.14593,8.2892,0,0
1.1804,3.0114e+05,0.33187,1.1685e+05,8.8983e+16,333.31,0.14544,8.3015,0,0
1.1776,3.0055e+05,0.33982,1.1645e+05,8.3764e+16,332.94,0.14494,8.3138,0,0
1.1748,2.9996e+05,0.34778,1.1605e+05,7.8545e+16,332.58,0.14444,8.3262,0,0
1.1721,2.9936e+05,0.35573,1.1565e+05,7.3326e+16,332.22,0.14394,8.3385,0,0
1.1694,2.9879e+05,0.36303,1.1526e+05,6.8335e+16,331.88,0.14346,8.3508,0,0
1.1667,2.9823e+05,0.37017,1.1488e+05,6.3403e+16,331.54,0.14299,8.3631,0,0
1.164,2.9767e+05,0.37731,1.145e+05,5.8471e+16,331.21,0.14252,8.3754,0,0
1.1614,2.9712e+05,0.38438,1.1413e+05,5.3588e+16,330.87,0.14205,8.3877,0,0
1.1593,2.967e+05,0.39024,1.1383e+05,4.9676e+16,330.59,0.14167,8.4,0,0
1.1572,2.9628e+05,0.39611,1.1352e+05,4.5764e+16,330.32,0.1413,8.4123,0,0
1.1551,2.9587e+05,0.40197,1.1322e+05,4.1853e+16,330.04,0.14092,8.4246,0,0
1.1531,2.9548e+05,0.40719,1.1295e+05,3.8272e+16,329.8,0.14058,8.4369,0,0
1.1515,2.9515e+05,0.41093,1.1273e+05,3.5448e+16,329.63,0.14031,8.4492,0,0
1.1498,2.9482e+05,0.41466,1.1251e+05,3.2624e+16,329.47,0.14004,8.4615,0,0
1.1481,2.945e+05,0.4184,1.1229e+05,2.98e+16,329.31,0.13977,8.4738,0,0
1.1474,2.9438e+05,0.42102,1.1218e+05,2.835e+16,329.21,0.13963,8.4862,0,0
1.1472,2.9442e+05,0.42275,1.1215e+05,2.798e+16,329.16,0.13959,8.4985,0,0
1.1471,2.9446e+05,0.42448,1.1213e+05,2.7609e+16,329.11,0.13956,8.5108,0,0
1.147,2.945e+05,0.42621,1.121e+05,2.7239e+16,329.06,0.13952,8.5231,0,0
1.1471,2.9456e+05,0.42584,1.1213e+05,2.7683e+16,329.12,0.13957,8.5354,0,0
1.1473,2.9463e+05,0.425,1.1218e+05,2.8312e+16,329.21,0.13963,8.5477,0,0
1.1475,2.947e+05,0.42415,1.1223e+05,2.894e+16,329.3,0.13969,8.56,0,0
1.1478,2.9479e+05,0.42313,1.1229e+05,2.9719e+16,329.39,0.13976,8.5723,0,0
1.1492,2.9512e+05,0.41977,1.125e+05,3.2453e+16,329.6,0.14002,8.5846,0,0
1.1507,2.9545e+05,0.4164,1.1271e+05,3.5187e+16,329.8,0.14029,8.5969,0,0
1.1521,2.9579e+05,0.41303,1.1292e+05,3.7921e+16,330,0.14055,8.6092,0,0
1.1537,2.9613e+05,0.40927,1.1315e+05,4.0862e+16,330.22,0.14083,8.6215,0,0
1.1555,2.9652e+05,0.4047,1.1341e+05,4.4232e+16,330.45,0.14115,8.6338,0,0
1.1573,2.969e+05,0.40012,1.1367e+05,4.7601e+16,330.69,0.14148,8.6462,0,0
1.1591,2.9729e+05,0.39555,1.1392e+05,5.097e+16,330.93,0.1418,8.6585,0,0
1.1607,2.9761e+05,0.39137,1.1415e+05,5.3858e+16,331.13,0.14207,8.6708,0,0
1.162,2.9788e+05,0.38747,1.1434e+05,5.64e+16,331.32,0.14232,8.6831,0,0
1.1633,2.9814e+05,0.38356,1.1454e+05,5.8942e+16,331.5,0.14256,8.6954,0,0
1.1647,2.9841e+05,0.37966,1.1473e+05,6.1485e+16,331.69,0.14281,8.7077,0,0
1.1653,2.9853e+05,0.37807,1.1482e+05,6.2567e+16,331.76,0.14291,8.72,0,0
1.1657,2.9862e+05,0.37692,1.1488e+05,6.3369e+16,331.8,0.14299,8.7323,0,0
1.1662,2.9871e+05,0.37577,1.1494e+05,6.4171e+16,331.85,0.14306,8.7446,0,0
1.1666,2.9878e+05,0.37484,1.1499e+05,6.4805e+16,331.88,0.14312,8.7569,0,0
1.1662,2.9867e+05,0.3761,1.1492e+05,6.3834e+16,331.79,0.14303,8.7692,0,0
1.1657,2.9855e+05,0.37735,1.1484e+05,6.2863e+16,331.7,0.14294,8.7815,0,0
1.1653,2.9843e+05,0.37861,1.1477e+05,6.1892e+16,331.61,0.14284,8.7938,0,0
1.164,2.9809e+05,0.38147,1.1457e+05,5.93e+16,331.4,0.1426,8.8062,0,0
1.1611,2.9733e+05,0.38731,1.1414e+05,5.3704e+16,330.98,0.14206,8.8185,0,0
1.1581,2.9657e+05,0.39315,1.137e+05,4.8107e+16,330.57,0.14152,8.8308,0,0
1.1552,2.9581e+05,0.39898,1.1327e+05,4.2511e+16,330.15,0.14099,8.8431,0,0
1.1518,2.9503e+05,0.40657,1.1279e+05,3.6212e+16,329.7,0.14038,8.8554,0,0
1.1482,2.9424e+05,0.41529,1.1227e+05,2.9458e+16,329.22,0.13974,8.8677,0,0
1.1445,2.9344e+05,0.42401,1.1175e+05,2.2704e+16,328.75,0.13909,8.88,0,0
1.1408,2.9265e+05,0.43273,1.1123e+05,1.595e+16,328.27,0.13844,8.8923,0,0
1.1351,2.914e+05,0.4448,1.1044e+05,5.6774e+15,327.56,0.13746,8.9046,0,0
1.1291,2.9008e+05,0.45742,1.096e+05,-5.1601e+15,326.82,0.13642,8.9169,0,0
1.1231,2.8876e+05,0.47004,1.0877e+05,-1.5997e+16,326.07,0.13538,8.9292,0,0
1.117,2.8742e+05,0.48281,1.0792e+05,-2.6977e+16,325.31,0.13433,8.9415,0,0
1.1103,2.8599e+05,0.49677,1.07e+05,-3.9024e+16,324.46,0.13317,8.9538,0,0
1.1035,2.8455e+05,0.51074,1.0607e+05,-5.1073e+16,323.61,0.13202,8.9662,0,0
1.0968,2.8312e+05,0.5247,1.0514e+05,-6.312e+16,322.76,0.13086,8.9785,0,0
1.0898,2.8163e+05,0.5389,1.0418e+05,-7.5617e+16,321.87,0.12967,8.9908,0,0
1.0823,2.8003e+05,0.55349,1.0316e+05,-8.8866e+16,320.91,0.1284,9.0031,0,0
1.0748,2.7843e+05,0.56808,1.0214e+05,-1.0211e+17,319.95,0.12713,9.0154,0,0
1.0673,2.7683e+05,0.58267,1.0112e+05,-1.1536e+17,318.99,0.12586,9.0277,0,0
1.0596,2.7517e+05,0.59693,1.0008e+05,-1.2881e+17,318.02,0.12457,9.04,0,0
1.0517,2.7348e+05,0.611,99038,-1.4237e+17,317.04,0.12327,9.0523,0,0
1.0439,2.7179e+05,0.62507,97993,-1.5593e+17,316.05,0.12197,9.0646,0,0
1.0361,2.701e+05,0.63913,96949,-1.6949e+17,315.07,0.12067,9.0769,0,0
1.0284,2.6841e+05,0.6522,95939,-1.8262e+17,314.1,0.11941,9.0892,0,0
1.0207,2.6673e+05,0.66514,94932,-1.9569e+17,313.14,0.11816,9.1015,0,0
1.013,2.6504e+05,0.67807,93926,-2.0876e+17,312.17,0.11691,9.1138,0,0
1.0054,2.6338e+05,0.69074,92938,-2.2158e+17,311.23,0.11568,9.1262,0,0
0.99871,2.619e+05,0.70175,92066,-2.3291e+17,310.37,0.11459,9.1385,0,0
0.99198,2.6041e+05,0.71276,91194,-2.4423e+17,309.51,0.11351,9.1508,0,0
0.98525,2.5892e+05,0.72377,90323,-2.5555e+17,308.66,0.11242,9.1631,0,0
0.97898,2.5753e+05,0.73383,89516,-2.6603e+17,307.87,0.11142,9.1754,0,0
0.97342,2.5628e+05,0.74245,88808,-2.7522e+17,307.17,0.11054,9.1877,0,0
0.96787,2.5503e+05,0.75106,88101,-2.844e+17,306.47,0.10966,9.2,0,0
0.96231,2.5379e+05,0.75968,87393,-2.9359e+17,305.77,0.10878,9.2123,0,0
0.95796,2.5281e+05,0.76652,86839,-3.0079e+17,305.22,0.10809,9.2246,0,0
0.95424,2.5198e+05,0.77242,86367,-3.0692e+17,304.74,0.1075,9.2369,0,0
0.95053,2.5116e+05,0.77831,85895,-3.1306e+17,304.25,0.10691,9.2492,0,0
0.94682,2.5033e+05,0.78421,85422,-3.1919e+17,303.77,0.10632,9.2615,0,0
0.94558,2.5003e+05,0.78582,85269,-3.2118e+17,303.62,0.10613,9.2738,0,0
0.9446,2.4979e+05,0.787,85148,-3.2275e+17,303.51,0.10598,9.2862,0,0
0.94362,2.4954e+05,0.78818,85027,-3.2432e+17,303.39,0.10583,9.2985,0,0
0.94342,2.4948e+05,0.78818,85007,-3.2458e+17,303.38,0.10581,9.3108,0,0
0.94725,2.5037e+05,0.78219,85503,-3.1814e+17,303.91,0.10642,9.3231,0,0
0.95108,2.5126e+05,0.77619,85999,-3.117e+17,304.44,0.10704,9.3354,0,0
0.95491,2.5215e+05,0.77019,86495,-3.0526e+17,304.98,0.10766,9.3477,0,0
0.96002,2.5334e+05,0.76214,87161,-2.966e+17,305.68,0.10849,9.36,0,0
0.96691,2.5494e+05,0.75124,88064,-2.8488e+17,306.64,0.10961,9.3723,0,0
0.9738,2.5654e+05,0.74034,88967,-2.7315e+17,307.59,0.11073,9.3846,0,0
0.98069,2.5814e+05,0.72944,89870,-2.6143e+17,308.54,0.11186,9.3969,0,0
0.98769,2.5972e+05,0.71789,90790,-2.4948e+17,309.49,0.113,9.4092,0,0
0.99475,2.6129e+05,0.70602,91719,-2.3742e+17,310.42,0.11416,9.4215,0,0
1.0018,2.6286e+05,0.69416,92647,-2.2536e+17,311.36,0.11531,9.4338,0,0
1.0089,2.6443e+05,0.68229,93575,-2.1331e+17,312.29,0.11647,9.4462,0,0
1.0156,2.6592e+05,0.67082,94465,-2.0175e+17,313.17,0.11758,9.4585,0,0
1.0223,2.674e+05,0.65938,95352,-1.9023e+17,314.04,0.11868,9.4708,0,0
1.029,2.6888e+05,0.64794,96240,-1.7871e+17,314.9,0.11979,9.4831,0,0
1.0354,2.703e+05,0.6368,97097,-1.6758e+17,315.74,0.12085,9.4954,0,0
1.0408,2.7148e+05,0.62697,97823,-1.5814e+17,316.46,0.12176,9.5077,0,0
1.0461,2.7265e+05,0.61714,98550,-1.487e+17,317.17,0.12266,9.52,0,0
1.0515,2.7382e+05,0.6073,99276,-1.3927e+17,317.88,0.12357,9.5323,0,0
1.0566,2.7494e+05,0.59813,99963,-1.3035e+17,318.53,0.12442,9.5446,0,0
1.0614,2.76e+05,0.58979,1.006e+05,-1.2209e+17,319.11,0.12521,9.5569,0,0
1.0662,2.7705e+05,0.58145,1.0124e+05,-1.1383e+17,319.68,0.126,9.5692,0,0
1.071,2.781e+05,0.57311,1.0187e+05,-1.0557e+17,320.25,0.1268,9.5815,0,0
1.0746,2.7887e+05,0.56498,1.0239e+05,-9.8776e+16,320.82,0.12745,9.5938,0,0
1.0777,2.7951e+05,0.55695,1.0287e+05,-9.2619e+16,321.38,0.12804,9.6062,0,0
1.0808,2.8016e+05,0.54891,1.0334e+05,-8.6461e+16,321.94,0.12863,9.6185,0,0
1.0839,2.808e+05,0.54088,1.0382e+05,-8.0304e+16,322.49,0.12922,9.6308,0,0
1.0875,2.816e+05,0.53551,1.0427e+05,-7.4427e+16,322.82,0.12978,9.6431,0,0
1.0912,2.8242e+05,0.53028,1.0472e+05,-6.8563e+16,323.13,0.13034,9.6554,0,0
1.0948,2.8323e+05,0.52505,1.0517e+05,-6.2701e+16,323.44,0.1309,9.6677,0,0
1.0986,2.8408e+05,0.51965,1.0564e+05,-5.6583e+16,323.77,0.13149,9.68,0,0
1.103,2.8508e+05,0.51363,1.0619e+05,-4.9508e+16,324.15,0.13217,9.6923,0,0
1.1073,2.8608e+05,0.50761,1.0673e+05,-4.2433e+16,324.54,0.13285,9.7046,0,0
1.1116,2.8709e+05,0.50159,1.0728e+05,-3.5359e+16,324.92,0.13352,9.7169,0,0
1.1138,2.8753e+05,0.49689,1.0758e+05,-3.1484e+16,325.19,0.1339,9.7292,0,0
1.1135,2.8734e+05,0.4937,1.0759e+05,-3.1286e+16,325.33,0.13391,9.7415,0,0
1.1132,2.8714e+05,0.49052,1.0761e+05,-3.1087e+16,325.47,0.13393,9.7538,0,0
1.1129,2.8695e+05,0.48733,1.0762e+05,-3.0889e+16,325.61,0.13395,9.7662,0,0
1.1136,2.871e+05,0.48521,1.0774e+05,-2.9391e+16,325.74,0.1341,9.7785,0,0
1.1148,2.8738e+05,0.4835,1.0789e+05,-2.7389e+16,325.87,0.13429,9.7908,0,0
1.1159,2.8767e+05,0.48179,1.0805e+05,-2.5388e+16,325.99,0.13448,9.8031,0,0
1.1171,2.8795e+05,0.48008,1.082e+05,-2.3387e+16,326.12,0.13467,9.8154,0,0
1.117,2.8792e+05,0.48052,1.0817e+05,-2.371e+16,326.07,0.13464,9.8277,0,0
1.1169,2.8788e+05,0.48102,1.0815e+05,-2.4089e+16,326.02,0.1346,9.84,0,0
1.1167,2.8784e+05,0.48152,1.0812e+05,-2.4467e+16,325.97,0.13457,9.8523,0,0
1.1162,2.877e+05,0.48286,1.0803e+05,-2.5617e+16,325.86,0.13446,9.8646,0,0
1.1143,2.8725e+05,0.48702,1.0774e+05,-2.9311e+16,325.55,0.1341,9.8769,0,0
1.1125,2.8679e+05,0.49117,1.0746e+05,-3.3006e+16,325.23,0.13375,9.8892,0,0
1.1106,2.8634e+05,0.49533,1.0717e+05,-3.6701e+16,324.92,0.1334,9.9015,0,0
1.1057,2.8517e+05,0.50222,1.0654e+05,-4.4879e+16,324.43,0.13261,9.9138,0,0
1.0977,2.8325e+05,0.51197,1.0555e+05,-5.7752e+16,323.75,0.13138,9.9262,0,0
1.0896,2.8133e+05,0.52173,1.0456e+05,-7.0624e+16,323.08,0.13014,9.9385,0,0
1.0816,2.7941e+05,0.53148,1.0357e+05,-8.3496e+16,322.4,0.12891,9.9508,0,0
1.0818,2.8007e+05,0.55007,1.0325e+05,-8.7631e+16,321.37,0.12851,9.9631,0,0
1.0848,2.8163e+05,0.57171,1.0317e+05,-8.8763e+16,320.21,0.12841,9.9754,0,0
1.0878,2.8319e+05,0.59334,1.0308e+05,-8.9895e+16,319.05,0.1283,9.9877,0,0
1.0908,2.8474e+05,0.61497,1.0299e+05,-9.1027e+16,317.89,0.12819,10,0,0
