"Mach","Pressure","Points:0","Points:1","Points:2"
0.99019,3.4922e+05,5.09,0,0
0.99201,3.4891e+05,5.1,0,0
0.99401,3.4851e+05,5.11,0,0
0.99602,3.4812e+05,5.12,0,0
0.99818,3.4765e+05,5.13,0,0
1.0003,3.4718e+05,5.14,0,0
1.0026,3.4665e+05,5.15,0,0
1.0049,3.4613e+05,5.16,0,0
1.0074,3.4554e+05,5.17,0,0
1.0098,3.4496e+05,5.18,0,0
1.0123,3.4433e+05,5.19,0,0
1.0148,3.437e+05,5.2,0,0
1.0174,3.4302e+05,5.21,0,0
1.02,3.4235e+05,5.22,0,0
1.0227,3.4163e+05,5.23,0,0
1.0255,3.4091e+05,5.24,0,0
1.0282,3.4016e+05,5.25,0,0
1.031,3.394e+05,5.26,0,0
1.0339,3.3861e+05,5.27,0,0
1.0368,3.3781e+05,5.28,0,0
1.0397,3.3698e+05,5.29,0,0
1.0427,3.3615e+05,5.3,0,0
1.0457,3.3528e+05,5.31,0,0
1.0487,3.3441e+05,5.32,0,0
1.0519,3.335e+05,5.33,0,0
1.055,3.3258e+05,5.34,0,0
1.0583,3.3161e+05,5.35,0,0
1.0616,3.3064e+05,5.36,0,0
1.065,3.296e+05,5.37,0,0
1.0685,3.2856e+05,5.38,0,0
1.0721,3.2742e+05,5.39,0,0
1.0758,3.2629e+05,5.4,0,0
1.0798,3.2504e+05,5.41,0,0
1.0838,3.2378e+05,5.42,0,0
1.0881,3.2238e+05,5.43,0,0
1.0924,3.2098e+05,5.44,0,0
1.0972,3.194e+05,5.45,0,0
1.102,3.1783e+05,5.46,0,0
1.1073,3.1605e+05,5.47,0,0
1.1126,3.1428e+05,5.48,0,0
1.1185,3.1229e+05,5.49,0,0
1.1243,3.1031e+05,5.5,0,0
1.1308,3.081e+05,5.51,0,0
1.1372,3.0589e+05,5.52,0,0
1.1442,3.0346e+05,5.53,0,0
1.1513,3.0104e+05,5.54,0,0
1.1589,2.984e+05,5.55,0,0
1.1665,2.9576e+05,5.56,0,0
1.1747,2.9293e+05,5.57,0,0
1.1828,2.9011e+05,5.58,0,0
1.1915,2.871e+05,5.59,0,0
1.2002,2.841e+05,5.6,0,0
1.2094,2.8095e+05,5.61,0,0
1.2186,2.7779e+05,5.62,0,0
1.2283,2.745e+05,5.63,0,0
1.238,2.712e+05,5.64,0,0
1.2481,2.6782e+05,5.65,0,0
1.2582,2.6444e+05,5.66,0,0
1.2686,2.61e+05,5.67,0,0
1.2789,2.5757e+05,5.68,0,0
1.2895,2.5413e+05,5.69,0,0
1.3,2.5069e+05,5.7,0,0
1.3107,2.4726e+05,5.71,0,0
1.3214,2.4383e+05,5.72,0,0
1.3322,2.4042e+05,5.73,0,0
1.343,2.3702e+05,5.74,0,0
1.3539,2.3364e+05,5.75,0,0
1.3649,2.3026e+05,5.76,0,0
1.3759,2.2693e+05,5.77,0,0
1.3869,2.2359e+05,5.78,0,0
1.3979,2.203e+05,5.79,0,0
1.409,2.1702e+05,5.8,0,0
1.4201,2.1379e+05,5.81,0,0
1.4312,2.1057e+05,5.82,0,0
1.4423,2.0742e+05,5.83,0,0
1.4534,2.0426e+05,5.84,0,0
1.4645,2.0119e+05,5.85,0,0
1.4755,1.9811e+05,5.86,0,0
1.4865,1.9512e+05,5.87,0,0
1.4976,1.9213e+05,5.88,0,0
1.5085,1.8922e+05,5.89,0,0
1.5195,1.8632e+05,5.9,0,0
1.5303,1.8351e+05,5.91,0,0
1.5412,1.807e+05,5.92,0,0
1.5519,1.7798e+05,5.93,0,0
1.5627,1.7527e+05,5.94,0,0
1.5733,1.7265e+05,5.95,0,0
1.5839,1.7004e+05,5.96,0,0
1.5943,1.6753e+05,5.97,0,0
1.6048,1.6502e+05,5.98,0,0
1.615,1.6261e+05,5.99,0,0
1.6253,1.602e+05,6,0,0
1.6354,1.579e+05,6.01,0,0
1.6454,1.556e+05,6.02,0,0
1.6553,1.5341e+05,6.03,0,0
1.6651,1.5121e+05,6.04,0,0
1.6747,1.4912e+05,6.05,0,0
1.6843,1.4703e+05,6.06,0,0
1.6936,1.4505e+05,6.07,0,0
1.703,1.4307e+05,6.08,0,0
1.7121,1.4119e+05,6.09,0,0
1.7212,1.3931e+05,6.1,0,0
1.73,1.3752e+05,6.11,0,0
1.7388,1.3574e+05,6.12,0,0
1.7473,1.3405e+05,6.13,0,0
1.7559,1.3237e+05,6.14,0,0
1.7641,1.3077e+05,6.15,0,0
1.7724,1.2917e+05,6.16,0,0
1.7804,1.2766e+05,6.17,0,0
1.7884,1.2615e+05,6.18,0,0
1.7961,1.2473e+05,6.19,0,0
1.8039,1.233e+05,6.2,0,0
1.8113,1.2196e+05,6.21,0,0
1.8187,1.2061e+05,6.22,0,0
1.8259,1.1935e+05,6.23,0,0
1.8331,1.1808e+05,6.24,0,0
1.8399,1.1689e+05,6.25,0,0
1.8468,1.157e+05,6.26,0,0
1.8534,1.1458e+05,6.27,0,0
1.8599,1.1347e+05,6.28,0,0
1.8662,1.1242e+05,6.29,0,0
1.8725,1.1137e+05,6.3,0,0
1.8784,1.104e+05,6.31,0,0
1.8844,1.0942e+05,6.32,0,0
1.89,1.0852e+05,6.33,0,0
1.8957,1.0761e+05,6.34,0,0
1.9009,1.0678e+05,6.35,0,0
1.9062,1.0594e+05,6.36,0,0
1.9112,1.0518e+05,6.37,0,0
1.9161,1.0441e+05,6.38,0,0
1.9207,1.0371e+05,6.39,0,0
1.9252,1.0302e+05,6.4,0,0
1.9294,1.0239e+05,6.41,0,0
1.9336,1.0177e+05,6.42,0,0
1.9373,1.0121e+05,6.43,0,0
1.941,1.0066e+05,6.44,0,0
1.9443,1.0018e+05,6.45,0,0
1.9476,99699,6.46,0,0
1.9505,99296,6.47,0,0
1.9533,98892,6.48,0,0
1.9556,98569,6.49,0,0
1.9579,98245,6.5,0,0
1.9597,98005,6.51,0,0
1.9615,97764,6.52,0,0
1.9627,97613,6.53,0,0
1.9639,97462,6.54,0,0
1.9645,97405,6.55,0,0
1.965,97348,6.56,0,0
1.9649,97393,6.57,0,0
1.9648,97438,6.58,0,0
1.964,97593,6.59,0,0
1.9631,97748,6.6,0,0
1.9615,98024,6.61,0,0
1.9598,98299,6.62,0,0
1.9574,98705,6.63,0,0
1.9549,99111,6.64,0,0
1.9515,99662,6.65,0,0
1.9481,1.0021e+05,6.66,0,0
1.9437,1.0092e+05,6.67,0,0
1.9393,1.0163e+05,6.68,0,0
1.9338,1.0252e+05,6.69,0,0
1.9284,1.034e+05,6.7,0,0
1.9218,1.0448e+05,6.71,0,0
1.9153,1.0556e+05,6.72,0,0
1.9075,1.0686e+05,6.73,0,0
1.8998,1.0816e+05,6.74,0,0
1.8908,1.0969e+05,6.75,0,0
1.8818,1.1123e+05,6.76,0,0
1.8716,1.1302e+05,6.77,0,0
1.8613,1.1481e+05,6.78,0,0
1.8499,1.1689e+05,6.79,0,0
1.8384,1.1896e+05,6.8,0,0
1.8257,1.2133e+05,6.81,0,0
1.813,1.237e+05,6.82,0,0
1.7992,1.2638e+05,6.83,0,0
1.7853,1.2906e+05,6.84,0,0
1.7705,1.3205e+05,6.85,0,0
1.7557,1.3503e+05,6.86,0,0
1.7401,1.3831e+05,6.87,0,0
1.7245,1.4159e+05,6.88,0,0
1.7084,1.4514e+05,6.89,0,0
1.6923,1.4869e+05,6.9,0,0
1.6758,1.5248e+05,6.91,0,0
1.6594,1.5626e+05,6.92,0,0
1.643,1.6023e+05,6.93,0,0
1.6265,1.642e+05,6.94,0,0
1.6103,1.683e+05,6.95,0,0
1.594,1.724e+05,6.96,0,0
1.5782,1.7657e+05,6.97,0,0
1.5624,1.8074e+05,6.98,0,0
1.5473,1.8491e+05,6.99,0,0
1.5321,1.8909e+05,7,0,0
1.5177,1.9322e+05,7.01,0,0
1.5033,1.9735e+05,7.02,0,0
1.4897,2.0139e+05,7.03,0,0
1.4761,2.0543e+05,7.04,0,0
1.4634,2.0937e+05,7.05,0,0
1.4506,2.1331e+05,7.06,0,0
1.4386,2.1712e+05,7.07,0,0
1.4266,2.2094e+05,7.08,0,0
1.4154,2.2462e+05,7.09,0,0
1.4042,2.2831e+05,7.1,0,0
1.3936,2.3187e+05,7.11,0,0
1.3831,2.3543e+05,7.12,0,0
1.3732,2.3887e+05,7.13,0,0
1.3632,2.423e+05,7.14,0,0
1.3539,2.4561e+05,7.15,0,0
1.3446,2.4891e+05,7.16,0,0
1.3359,2.5209e+05,7.17,0,0
1.3272,2.5526e+05,7.18,0,0
1.319,2.5831e+05,7.19,0,0
1.3109,2.6135e+05,7.2,0,0
1.3033,2.6424e+05,7.21,0,0
1.2957,2.6714e+05,7.22,0,0
1.2886,2.6989e+05,7.23,0,0
1.2815,2.7264e+05,7.24,0,0
1.275,2.7523e+05,7.25,0,0
1.2684,2.7783e+05,7.26,0,0
1.2624,2.8025e+05,7.27,0,0
1.2564,2.8268e+05,7.28,0,0
1.251,2.8492e+05,7.29,0,0
1.2456,2.8716e+05,7.3,0,0
1.2407,2.892e+05,7.31,0,0
1.2358,2.9124e+05,7.32,0,0
1.2316,2.9307e+05,7.33,0,0
1.2273,2.949e+05,7.34,0,0
1.2237,2.9651e+05,7.35,0,0
1.22,2.9812e+05,7.36,0,0
1.217,2.995e+05,7.37,0,0
1.2139,3.0088e+05,7.38,0,0
1.2114,3.0205e+05,7.39,0,0
1.2089,3.0321e+05,7.4,0,0
1.2069,3.0418e+05,7.41,0,0
1.2049,3.0515e+05,7.42,0,0
1.2033,3.0595e+05,7.43,0,0
1.2018,3.0675e+05,7.44,0,0
1.2005,3.074e+05,7.45,0,0
1.1993,3.0806e+05,7.46,0,0
1.1984,3.0859e+05,7.47,0,0
1.1975,3.0912e+05,7.48,0,0
1.1968,3.0954e+05,7.49,0,0
1.1962,3.0997e+05,7.5,0,0
1.1957,3.1031e+05,7.51,0,0
1.1953,3.1065e+05,7.52,0,0
1.1951,3.109e+05,7.53,0,0
1.1948,3.1115e+05,7.54,0,0
1.1948,3.1132e+05,7.55,0,0
1.1947,3.1149e+05,7.56,0,0
1.1949,3.1158e+05,7.57,0,0
1.1951,3.1166e+05,7.58,0,0
1.1955,3.1165e+05,7.59,0,0
1.1959,3.1164e+05,7.6,0,0
1.1966,3.1152e+05,7.61,0,0
1.1972,3.1141e+05,7.62,0,0
1.1982,3.1118e+05,7.63,0,0
1.1991,3.1095e+05,7.64,0,0
1.2003,3.1061e+05,7.65,0,0
1.2015,3.1027e+05,7.66,0,0
1.203,3.0981e+05,7.67,0,0
1.2045,3.0936e+05,7.68,0,0
1.2063,3.0879e+05,7.69,0,0
1.208,3.0822e+05,7.7,0,0
1.21,3.0755e+05,7.71,0,0
1.2121,3.0687e+05,7.72,0,0
1.2143,3.0611e+05,7.73,0,0
1.2165,3.0535e+05,7.74,0,0
1.219,3.045e+05,7.75,0,0
1.2214,3.0366e+05,7.76,0,0
1.224,3.0276e+05,7.77,0,0
1.2266,3.0185e+05,7.78,0,0
1.2293,3.009e+05,7.79,0,0
1.232,2.9994e+05,7.8,0,0
1.2348,2.9895e+05,7.81,0,0
1.2376,2.9796e+05,7.82,0,0
1.2405,2.9694e+05,7.83,0,0
1.2434,2.9593e+05,7.84,0,0
1.2463,2.9488e+05,7.85,0,0
1.2493,2.9384e+05,7.86,0,0
1.2523,2.9278e+05,7.87,0,0
1.2553,2.9171e+05,7.88,0,0
1.2585,2.9061e+05,7.89,0,0
1.2616,2.8951e+05,7.9,0,0
1.2648,2.8836e+05,7.91,0,0
1.2681,2.8722e+05,7.92,0,0
1.2715,2.8601e+05,7.93,0,0
1.275,2.848e+05,7.94,0,0
1.2786,2.835e+05,7.95,0,0
1.2823,2.8221e+05,7.96,0,0
1.2863,2.8081e+05,7.97,0,0
1.2903,2.7942e+05,7.98,0,0
1.2946,2.779e+05,7.99,0,0
1.2989,2.7639e+05,8,0,0
1.3036,2.7473e+05,8.01,0,0
1.3083,2.7308e+05,8.02,0,0
1.3134,2.7129e+05,8.03,0,0
1.3185,2.695e+05,8.04,0,0
1.3241,2.6756e+05,8.05,0,0
1.3296,2.6563e+05,8.06,0,0
1.3356,2.6356e+05,8.07,0,0
1.3416,2.6149e+05,8.08,0,0
1.348,2.5929e+05,8.09,0,0
1.3544,2.571e+05,8.1,0,0
1.3611,2.5479e+05,8.11,0,0
1.3679,2.5249e+05,8.12,0,0
1.375,2.5009e+05,8.13,0,0
1.3821,2.4769e+05,8.14,0,0
1.3895,2.4521e+05,8.15,0,0
1.397,2.4274e+05,8.16,0,0
1.4047,2.402e+05,8.17,0,0
1.4124,2.3767e+05,8.18,0,0
1.4203,2.351e+05,8.19,0,0
1.4283,2.3253e+05,8.2,0,0
1.4364,2.2993e+05,8.21,0,0
1.4445,2.2733e+05,8.22,0,0
1.4528,2.2473e+05,8.23,0,0
1.4611,2.2212e+05,8.24,0,0
1.4696,2.1952e+05,8.25,0,0
1.478,2.1692e+05,8.26,0,0
1.4865,2.1434e+05,8.27,0,0
1.495,2.1176e+05,8.28,0,0
1.5036,2.092e+05,8.29,0,0
1.5122,2.0665e+05,8.3,0,0
1.5208,2.0413e+05,8.31,0,0
1.5295,2.0161e+05,8.32,0,0
1.5381,1.9914e+05,8.33,0,0
1.5468,1.9666e+05,8.34,0,0
1.5554,1.9424e+05,8.35,0,0
1.564,1.9182e+05,8.36,0,0
1.5727,1.8945e+05,8.37,0,0
1.5813,1.8708e+05,8.38,0,0
1.5898,1.8477e+05,8.39,0,0
1.5984,1.8247e+05,8.4,0,0
1.6069,1.8022e+05,8.41,0,0
1.6155,1.7798e+05,8.42,0,0
1.6239,1.758e+05,8.43,0,0
1.6323,1.7362e+05,8.44,0,0
1.6407,1.7152e+05,8.45,0,0
1.649,1.6941e+05,8.46,0,0
1.6573,1.6737e+05,8.47,0,0
1.6655,1.6533e+05,8.48,0,0
1.6736,1.6337e+05,8.49,0,0
1.6817,1.6141e+05,8.5,0,0
1.6897,1.5952e+05,8.51,0,0
1.6976,1.5763e+05,8.52,0,0
1.7054,1.5582e+05,8.53,0,0
1.7132,1.5401e+05,8.54,0,0
1.7208,1.5228e+05,8.55,0,0
1.7284,1.5055e+05,8.56,0,0
1.7358,1.489e+05,8.57,0,0
1.7433,1.4725e+05,8.58,0,0
1.7505,1.4567e+05,8.59,0,0
1.7577,1.441e+05,8.6,0,0
1.7647,1.426e+05,8.61,0,0
1.7716,1.411e+05,8.62,0,0
1.7784,1.3968e+05,8.63,0,0
1.7852,1.3826e+05,8.64,0,0
1.7917,1.3691e+05,8.65,0,0
1.7983,1.3556e+05,8.66,0,0
1.8045,1.3429e+05,8.67,0,0
1.8108,1.3301e+05,8.68,0,0
1.8169,1.3181e+05,8.69,0,0
1.8229,1.3061e+05,8.7,0,0
1.8287,1.2948e+05,8.71,0,0
1.8345,1.2835e+05,8.72,0,0
1.84,1.2728e+05,8.73,0,0
1.8456,1.2622e+05,8.74,0,0
1.8509,1.2522e+05,8.75,0,0
1.8561,1.2422e+05,8.76,0,0
1.8611,1.2329e+05,8.77,0,0
1.8661,1.2236e+05,8.78,0,0
1.8708,1.2149e+05,8.79,0,0
1.8756,1.2062e+05,8.8,0,0
1.88,1.1982e+05,8.81,0,0
1.8844,1.1902e+05,8.82,0,0
1.8885,1.1829e+05,8.83,0,0
1.8926,1.1756e+05,8.84,0,0
1.8964,1.1689e+05,8.85,0,0
1.9001,1.1623e+05,8.86,0,0
1.9036,1.1563e+05,8.87,0,0
1.907,1.1503e+05,8.88,0,0
1.9101,1.145e+05,8.89,0,0
1.9132,1.1397e+05,8.9,0,0
1.9159,1.1351e+05,8.91,0,0
1.9186,1.1305e+05,8.92,0,0
1.9209,1.1266e+05,8.93,0,0
1.9233,1.1226e+05,8.94,0,0
1.9252,1.1194e+05,8.95,0,0
1.9271,1.1162e+05,8.96,0,0
1.9287,1.1137e+05,8.97,0,0
1.9302,1.1112e+05,8.98,0,0
1.9314,1.1094e+05,8.99,0,0
1.9325,1.1076e+05,9,0,0
1.9332,1.1065e+05,9.01,0,0
1.9339,1.1054e+05,9.02,0,0
1.9342,1.1051e+05,9.03,0,0
1.9345,1.1047e+05,9.04,0,0
1.9343,1.1051e+05,9.05,0,0
1.9341,1.1055e+05,9.06,0,0
1.9335,1.1067e+05,9.07,0,0
1.933,1.1078e+05,9.08,0,0
1.9319,1.1097e+05,9.09,0,0
1.9309,1.1116e+05,9.1,0,0
1.9294,1.1143e+05,9.11,0,0
1.9279,1.117e+05,9.12,0,0
1.926,1.1204e+05,9.13,0,0
1.9241,1.1238e+05,9.14,0,0
1.9218,1.128e+05,9.15,0,0
1.9194,1.1323e+05,9.16,0,0
1.9167,1.1372e+05,9.17,0,0
1.9139,1.1422e+05,9.18,0,0
1.9107,1.148e+05,9.19,0,0
1.9075,1.1538e+05,9.2,0,0
1.9039,1.1603e+05,9.21,0,0
1.9003,1.1669e+05,9.22,0,0
1.8963,1.1742e+05,9.23,0,0
1.8923,1.1816e+05,9.24,0,0
1.888,1.1897e+05,9.25,0,0
1.8836,1.1978e+05,9.26,0,0
1.8789,1.2068e+05,9.27,0,0
1.8741,1.2157e+05,9.28,0,0
1.8691,1.2254e+05,9.29,0,0
1.864,1.2351e+05,9.3,0,0
1.8586,1.2456e+05,9.31,0,0
1.8532,1.256e+05,9.32,0,0
1.8475,1.2672e+05,9.33,0,0
1.8418,1.2785e+05,9.34,0,0
1.8358,1.2904e+05,9.35,0,0
1.8298,1.3024e+05,9.36,0,0
1.8236,1.315e+05,9.37,0,0
1.8174,1.3277e+05,9.38,0,0
1.811,1.341e+05,9.39,0,0
1.8045,1.3543e+05,9.4,0,0
1.798,1.3682e+05,9.41,0,0
1.7914,1.3821e+05,9.42,0,0
1.7847,1.3965e+05,9.43,0,0
1.778,1.4109e+05,9.44,0,0
1.7713,1.4257e+05,9.45,0,0
1.7645,1.4405e+05,9.46,0,0
1.7578,1.4555e+05,9.47,0,0
1.7511,1.4706e+05,9.48,0,0
1.7443,1.486e+05,9.49,0,0
1.7376,1.5013e+05,9.5,0,0
1.7309,1.5169e+05,9.51,0,0
1.7243,1.5324e+05,9.52,0,0
1.7176,1.5482e+05,9.53,0,0
1.711,1.5639e+05,9.54,0,0
1.7043,1.58e+05,9.55,0,0
1.6977,1.596e+05,9.56,0,0
1.691,1.6124e+05,9.57,0,0
1.6843,1.6288e+05,9.58,0,0
1.6781,1.6445e+05,9.59,0,0
1.6718,1.6602e+05,9.6,0,0
1.6662,1.6749e+05,9.61,0,0
1.6605,1.6895e+05,9.62,0,0
1.6549,1.7037e+05,9.63,0,0
1.6493,1.718e+05,9.64,0,0
1.6449,1.7298e+05,9.65,0,0
1.6406,1.7417e+05,9.66,0,0
1.6343,1.7583e+05,9.67,0,0
1.628,1.7749e+05,9.68,0,0
1.6234,1.7875e+05,9.69,0,0
1.6188,1.8e+05,9.7,0,0
1.6151,1.8105e+05,9.71,0,0
1.6114,1.8209e+05,9.72,0,0
1.6078,1.8316e+05,9.73,0,0
1.6043,1.8424e+05,9.74,0,0
1.6003,1.8539e+05,9.75,0,0
1.5963,1.8655e+05,9.76,0,0
1.5923,1.8772e+05,9.77,0,0
1.5882,1.889e+05,9.78,0,0
1.5849,1.8987e+05,9.79,0,0
1.5817,1.9083e+05,9.8,0,0
1.5785,1.9175e+05,9.81,0,0
1.5753,1.9266e+05,9.82,0,0
1.5732,1.9333e+05,9.83,0,0
1.5711,1.9399e+05,9.84,0,0
1.569,1.9463e+05,9.85,0,0
1.5669,1.9528e+05,9.86,0,0
1.5648,1.9592e+05,9.87,0,0
1.5627,1.9655e+05,9.88,0,0
1.5602,1.973e+05,9.89,0,0
1.5576,1.9805e+05,9.9,0,0
1.5561,1.9855e+05,9.91,0,0
1.5545,1.9906e+05,9.92,0,0
1.5532,1.995e+05,9.93,0,0
1.5518,1.9994e+05,9.94,0,0
1.5504,2.004e+05,9.95,0,0
1.549,2.0085e+05,9.96,0,0
1.548,2.0114e+05,9.97,0,0
1.547,2.0144e+05,9.98,0,0
1.5467,2.0156e+05,9.99,0,0
1.5465,2.0167e+05,10,0,0
